LocationName,Year,Month,Day,Item
Rattihalli,1996,8,9,24.25
Rattihalli,1996,8,10,21.24
Rattihalli,1996,8,11,19.27
Rattihalli,1996,8,12,18.1
Rattihalli,1996,8,13,16.29
Rattihalli,1996,8,14,16.33
Rattihalli,1996,8,15,15.41
Rattihalli,1996,8,16,13.96
Rattihalli,1996,8,17,14.23
Rattihalli,1996,8,18,13.61
Rattihalli,1996,8,19,15.5
Rattihalli,1996,8,20,14.2
Rattihalli,1996,8,21,13.17
Rattihalli,1996,8,22,13.15
Rattihalli,1996,8,23,17.51
Rattihalli,1996,8,24,24.55
Rattihalli,1996,8,25,33.08
Rattihalli,1996,8,26,31.84
Rattihalli,1996,8,27,23.12
Rattihalli,1996,8,28,19.99
Rattihalli,1996,8,29,19.19
Rattihalli,1996,8,30,16.66
Rattihalli,1996,8,31,14.46
Rattihalli,1996,9,1,13.03
Rattihalli,1996,9,2,12.99
Rattihalli,1996,9,3,13.13
Rattihalli,1996,9,4,12.92
Rattihalli,1996,9,5,13.45
Rattihalli,1996,9,6,13.41
Rattihalli,1996,9,7,13.42
Rattihalli,1996,9,8,13.65
Rattihalli,1996,9,9,13.18
Rattihalli,1996,9,10,13.16
Rattihalli,1996,9,11,14.02
Rattihalli,1996,9,12,15.53
Rattihalli,1996,9,13,13.02
Rattihalli,1996,9,14,13.41
Rattihalli,1996,9,15,13.67
Rattihalli,1996,9,16,13.37
Rattihalli,1996,9,17,13.01
Rattihalli,1996,9,18,13.11
Rattihalli,1996,9,19,12.91
Rattihalli,1996,9,20,13.44
Rattihalli,1996,9,21,13.59
Rattihalli,1996,9,22,13.66
Rattihalli,1996,9,23,13.81
Rattihalli,1996,9,24,13.57
Rattihalli,1996,9,25,13.67
Rattihalli,1996,9,26,12.99
Rattihalli,1996,9,27,13.78
Rattihalli,1996,9,28,15.8
Rattihalli,1996,9,29,15.8
Rattihalli,1996,9,30,13.24
Rattihalli,1996,10,1,14.22
Rattihalli,1996,10,2,19.86
Rattihalli,1996,10,3,23.95
Rattihalli,1996,10,4,19.29
Rattihalli,1996,10,5,14.1
Rattihalli,1996,10,6,12.54
Rattihalli,1996,10,7,11.24
Rattihalli,1996,10,8,10.29
Rattihalli,1996,10,9,10.33
Rattihalli,1996,10,10,10.41
Rattihalli,1996,10,11,9.6
Rattihalli,1996,10,12,8.67
Rattihalli,1996,10,13,8.15
Rattihalli,1996,10,14,8.32
Rattihalli,1996,10,15,8.89
Rattihalli,1996,10,16,9.62
Rattihalli,1996,10,17,11.11
Rattihalli,1996,10,18,19.44
Rattihalli,1996,10,19,32.6
Rattihalli,1996,10,20,37.32
Rattihalli,1996,10,21,34
Rattihalli,1996,10,22,27.96
Rattihalli,1996,10,23,18.06
Rattihalli,1996,10,24,13.29
Rattihalli,1996,10,25,12.04
Rattihalli,1996,10,26,10.96
Rattihalli,1996,10,27,9.29
Rattihalli,1996,10,28,7.74
Rattihalli,1996,10,29,7.52
Rattihalli,1996,10,30,7.52
Rattihalli,1996,10,31,7.43
Rattihalli,1996,11,1,8.36
Rattihalli,1996,11,2,8.35
Rattihalli,1996,11,3,8.3
Rattihalli,1996,11,4,8.58
Rattihalli,1996,11,5,8.02
Rattihalli,1996,11,6,7.1
Rattihalli,1996,11,7,6.95
Rattihalli,1996,11,8,7.37
Rattihalli,1996,11,9,7.64
Rattihalli,1996,11,10,7.53
Rattihalli,1996,11,11,7.32
Rattihalli,1996,11,12,7.89
Rattihalli,1996,11,13,8.23
Rattihalli,1996,11,14,8.66
Rattihalli,1996,11,15,7.8
Rattihalli,1996,11,16,6.41
Rattihalli,1996,11,17,5.11
Rattihalli,1996,11,18,4.6
Rattihalli,1996,11,19,4.27
Rattihalli,1996,11,20,4.13
Rattihalli,1996,11,21,3.89
Rattihalli,1996,11,22,3.76
Rattihalli,1996,11,23,3.6
Rattihalli,1996,11,24,3.45
Rattihalli,1996,11,25,3.28
Rattihalli,1996,11,26,3.25
Rattihalli,1996,11,27,3.7
Rattihalli,1996,11,28,3.67
Rattihalli,1996,11,29,3.61
Rattihalli,1996,11,30,3.73
Rattihalli,1996,12,1,3.78
Rattihalli,1996,12,2,3.28
Rattihalli,1996,12,3,3.11
Rattihalli,1996,12,4,2.46
Rattihalli,1996,12,5,2.11
Rattihalli,1996,12,6,2.1
Rattihalli,1996,12,7,2.2
Rattihalli,1996,12,8,2.37
Rattihalli,1996,12,9,2.23
Rattihalli,1996,12,10,2.18
Rattihalli,1996,12,11,2.09
Rattihalli,1996,12,12,1.84
Rattihalli,1996,12,13,1.62
Rattihalli,1996,12,14,1.15
Rattihalli,1996,12,15,0.88
Rattihalli,1996,12,16,0.82
Rattihalli,1996,12,17,0.75
Rattihalli,1996,12,18,0.75
Rattihalli,1996,12,19,0.92
Rattihalli,1996,12,20,2.09
Rattihalli,1996,12,21,3.87
Rattihalli,1996,12,22,3.34
Rattihalli,1996,12,23,2.88
Rattihalli,1996,12,24,3.02
Rattihalli,1996,12,25,1.97
Rattihalli,1996,12,26,1.37
Rattihalli,1996,12,27,1.06
Rattihalli,1996,12,28,0.75
Rattihalli,1996,12,29,0.61
Rattihalli,1996,12,30,0.48
Rattihalli,1996,12,31,0.55
Rattihalli,1997,1,1,0.53
Rattihalli,1997,1,2,0.5
Rattihalli,1997,1,3,0.54
Rattihalli,1997,1,4,0.68
Rattihalli,1997,1,5,0.69
Rattihalli,1997,1,6,0.71
Rattihalli,1997,1,7,0.75
Rattihalli,1997,1,8,1
Rattihalli,1997,1,9,1.49
Rattihalli,1997,1,10,1.62
Rattihalli,1997,1,11,1.62
Rattihalli,1997,1,12,1.55
Rattihalli,1997,1,13,1.55
Rattihalli,1997,1,14,1.17
Rattihalli,1997,1,15,0.83
Rattihalli,1997,1,16,0.71
Rattihalli,1997,1,17,0.64
Rattihalli,1997,1,18,0.6
Rattihalli,1997,1,19,0.48
Rattihalli,1997,1,20,0.41
Rattihalli,1997,1,21,0
Rattihalli,1997,1,22,0
Rattihalli,1997,1,23,0
Rattihalli,1997,1,24,0
Rattihalli,1997,1,25,0
Rattihalli,1997,1,26,0
Rattihalli,1997,1,27,0
Rattihalli,1997,1,28,0
Rattihalli,1997,1,29,0
Rattihalli,1997,1,30,0
Rattihalli,1997,1,31,0
Rattihalli,1997,2,1,0
Rattihalli,1997,2,2,0
Rattihalli,1997,2,3,0
Rattihalli,1997,2,4,0
Rattihalli,1997,2,5,0
Rattihalli,1997,2,6,0
Rattihalli,1997,2,7,0
Rattihalli,1997,2,8,0
Rattihalli,1997,2,9,0
Rattihalli,1997,2,10,0
Rattihalli,1997,2,11,0
Rattihalli,1997,2,12,0
Rattihalli,1997,2,13,0
Rattihalli,1997,2,14,0
Rattihalli,1997,2,15,0
Rattihalli,1997,2,16,0
Rattihalli,1997,2,17,0
Rattihalli,1997,2,18,0
Rattihalli,1997,2,19,0
Rattihalli,1997,2,20,0
Rattihalli,1997,2,21,0
Rattihalli,1997,2,22,0
Rattihalli,1997,2,23,0
Rattihalli,1997,2,24,0
Rattihalli,1997,2,25,0
Rattihalli,1997,2,26,0
Rattihalli,1997,2,27,0
Rattihalli,1997,2,28,0
Rattihalli,1997,3,1,0
Rattihalli,1997,3,2,0
Rattihalli,1997,3,3,0
Rattihalli,1997,3,4,0
Rattihalli,1997,3,5,0
Rattihalli,1997,3,6,0
Rattihalli,1997,3,7,0
Rattihalli,1997,3,8,0
Rattihalli,1997,3,9,0
Rattihalli,1997,3,10,0
Rattihalli,1997,3,11,0
Rattihalli,1997,3,12,0
Rattihalli,1997,3,13,0
Rattihalli,1997,3,14,0
Rattihalli,1997,3,15,0
Rattihalli,1997,3,16,0
Rattihalli,1997,3,17,0
Rattihalli,1997,3,18,0
Rattihalli,1997,3,19,0
Rattihalli,1997,3,20,0
Rattihalli,1997,3,21,0
Rattihalli,1997,3,22,0
Rattihalli,1997,3,23,0
Rattihalli,1997,3,24,0
Rattihalli,1997,3,25,0
Rattihalli,1997,3,26,0
Rattihalli,1997,3,27,0
Rattihalli,1997,3,28,0
Rattihalli,1997,3,29,0
Rattihalli,1997,3,30,0
Rattihalli,1997,3,31,0
Rattihalli,1997,4,1,0
Rattihalli,1997,4,2,0
Rattihalli,1997,4,3,0
Rattihalli,1997,4,4,0
Rattihalli,1997,4,5,0
Rattihalli,1997,4,6,0
Rattihalli,1997,4,7,0
Rattihalli,1997,4,8,0
Rattihalli,1997,4,9,0
Rattihalli,1997,4,10,0
Rattihalli,1997,4,11,0
Rattihalli,1997,4,12,0
Rattihalli,1997,4,13,0
Rattihalli,1997,4,14,0
Rattihalli,1997,4,15,0
Rattihalli,1997,4,16,0
Rattihalli,1997,4,17,0
Rattihalli,1997,4,18,0
Rattihalli,1997,4,19,0
Rattihalli,1997,4,20,0
Rattihalli,1997,4,21,0
Rattihalli,1997,4,22,0
Rattihalli,1997,4,23,0
Rattihalli,1997,4,24,0
Rattihalli,1997,4,25,0
Rattihalli,1997,4,26,0
Rattihalli,1997,4,27,0
Rattihalli,1997,4,28,0
Rattihalli,1997,4,29,0
Rattihalli,1997,4,30,0
Rattihalli,1997,5,1,0
Rattihalli,1997,5,2,0
Rattihalli,1997,5,3,0
Rattihalli,1997,5,4,0
Rattihalli,1997,5,5,0
Rattihalli,1997,5,6,0
Rattihalli,1997,5,7,0
Rattihalli,1997,5,8,0
Rattihalli,1997,5,9,0
Rattihalli,1997,5,10,0
Rattihalli,1997,5,11,0
Rattihalli,1997,5,12,0
Rattihalli,1997,5,13,0
Rattihalli,1997,5,14,0
Rattihalli,1997,5,15,0
Rattihalli,1997,5,16,0
Rattihalli,1997,5,17,0
Rattihalli,1997,5,18,0
Rattihalli,1997,5,19,0
Rattihalli,1997,5,20,0
Rattihalli,1997,5,21,0
Rattihalli,1997,5,22,0
Rattihalli,1997,5,23,0
Rattihalli,1997,5,24,0
Rattihalli,1997,5,25,0
Rattihalli,1997,5,26,0
Rattihalli,1997,5,27,0
Rattihalli,1997,5,28,0
Rattihalli,1997,5,29,0
Rattihalli,1997,5,30,0
Rattihalli,1997,5,31,0
Rattihalli,1997,6,1,0
Rattihalli,1997,6,2,0
Rattihalli,1997,6,3,0
Rattihalli,1997,6,4,0
Rattihalli,1997,6,5,0
Rattihalli,1997,6,6,0
Rattihalli,1997,6,7,0
Rattihalli,1997,6,8,0
Rattihalli,1997,6,9,0
Rattihalli,1997,6,10,0
Rattihalli,1997,6,11,0
Rattihalli,1997,6,12,0
Rattihalli,1997,6,13,0
Rattihalli,1997,6,14,0
Rattihalli,1997,6,15,0
Rattihalli,1997,6,16,0
Rattihalli,1997,6,17,0
Rattihalli,1997,6,18,0
Rattihalli,1997,6,19,0
Rattihalli,1997,6,20,0
Rattihalli,1997,6,21,0
Rattihalli,1997,6,22,0
Rattihalli,1997,6,23,0
Rattihalli,1997,6,24,0
Rattihalli,1997,6,25,0
Rattihalli,1997,6,26,0
Rattihalli,1997,6,27,0
Rattihalli,1997,6,28,0
Rattihalli,1997,6,29,0
Rattihalli,1997,6,30,0
Rattihalli,1997,7,1,0
Rattihalli,1997,7,2,0
Rattihalli,1997,7,3,0
Rattihalli,1997,7,4,0
Rattihalli,1997,7,5,0
Rattihalli,1997,7,6,0
Rattihalli,1997,7,7,7.58
Rattihalli,1997,7,8,6.43
Rattihalli,1997,7,9,8.79
Rattihalli,1997,7,10,18.93
Rattihalli,1997,7,11,29.84
Rattihalli,1997,7,12,41.09
Rattihalli,1997,7,13,44.33
Rattihalli,1997,7,14,41.78
Rattihalli,1997,7,15,38.5
Rattihalli,1997,7,16,33.3
Rattihalli,1997,7,17,22.28
Rattihalli,1997,7,18,20.51
Rattihalli,1997,7,19,24.24
Rattihalli,1997,7,20,19.16
Rattihalli,1997,7,21,15.18
Rattihalli,1997,7,22,11.62
Rattihalli,1997,7,23,8.91
Rattihalli,1997,7,24,9.7
Rattihalli,1997,7,25,14.24
Rattihalli,1997,7,26,18.39
Rattihalli,1997,7,27,31.45
Rattihalli,1997,7,28,34.16
Rattihalli,1997,7,29,27.71
Rattihalli,1997,7,30,44.08
Rattihalli,1997,7,31,155.07
Rattihalli,1997,8,1,272.77
Rattihalli,1997,8,2,222.18
Rattihalli,1997,8,3,136.61
Rattihalli,1997,8,4,64.52
Rattihalli,1997,8,5,68.99
Rattihalli,1997,8,6,154.99
Rattihalli,1997,8,7,264.16
Rattihalli,1997,8,8,245.7
Rattihalli,1997,8,9,135.63
Rattihalli,1997,8,10,66.11
Rattihalli,1997,8,11,44.28
Rattihalli,1997,8,12,36.64
Rattihalli,1997,8,13,35.48
Rattihalli,1997,8,14,31.89
Rattihalli,1997,8,15,31.2
Rattihalli,1997,8,16,27.32
Rattihalli,1997,8,17,26.4
Rattihalli,1997,8,18,25.8
Rattihalli,1997,8,19,25.86
Rattihalli,1997,8,20,24.9
Rattihalli,1997,8,21,25.3
Rattihalli,1997,8,22,29.25
Rattihalli,1997,8,23,41.5
Rattihalli,1997,8,24,59.45
Rattihalli,1997,8,25,73.7
Rattihalli,1997,8,26,79.54
